X,Y,OBJECTID,id,d,e,datum,den,rok,mesic,zavineni,viditelnost,cas,hodina,mesic_t,doba,den_v_tydnu,alkohol,alkohol_vinik,hlavni_pricina,srazka,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,smrt,tz,lz,smrt_dny,smrt_po,vek_skupina,chodec_pohlavi,kategorie_chodce,stav_chodce,chovani_chodce,situace_nehody,prvni_pomoc,nasledky_chodce,nazev,POINT_X,POINT_Y,GlobalID
16.571771691,49.160585186,1,60042102039,-601201.157,-1164285.355,2010/04/29 00:00:00+00,4,2010,4,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1340,13,duben,den,čtvrtek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,0,32000,0,0,0,1,,19-24,muž,muž,"nepozornost, roztržitost",špatný odhad vzdálenosti a rychlosti vozidla,přecházení mimo přechod (2O a více metrů od přechodu),nebylo třeba poskytnout,bez zranění,Brno-Starý Lískovec,16.571771691,49.160585186,{2A763843-3760-4348-BD1B-2830C4AE7089}
16.629576682,49.15268673,2,60042102058,-597104.108,-1165612.168,2010/06/12 00:00:00+00,6,2010,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1560,15,červen,den,sobota,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,čerpadlo pohonných hmot,komunikace sledovaná (ve vybraných městech),0,0,2,0,0,0,1,1,,24-32,muž,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-jih,16.629576682,49.15268673,{E2E815D0-F61F-465B-B779-C2AB05A93067}
16.629576682,49.15268673,3,60042102058,-597104.108,-1165612.168,2010/06/12 00:00:00+00,6,2010,6,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1560,15,červen,den,sobota,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,čerpadlo pohonných hmot,komunikace sledovaná (ve vybraných městech),0,0,2,0,0,0,1,1,,7-11,chlapec (do 15 let),jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-jih,16.629576682,49.15268673,{AF4775B7-ADDE-4AC7-B0F4-43E5C4F26C30}
16.6210816760001,49.159256113,4,60042112031,-597641.768,-1164819.394,2011/05/20 00:00:00+00,5,2011,5,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",120,1,květen,noc,pátek,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,jiný druh nepřiměřené rychlosti,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),1,0,0,50000,1,0,0,1,,,muž,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,usmrcení,Brno-jih,16.6210816760001,49.159256113,{89DBABAB-28B5-449E-B8A5-F7497D0F9CE6}
16.6942716830001,49.16983672,5,60042112081,-592209.342,-1164219.758,2011/09/13 00:00:00+00,2,2011,9,řidičem motorového vozidla,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",500,5,září,noc,úterý,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,1,0,20000,0,1,0,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"náhlé vstoupení do vozovky z chodníku, krajnice",jiná situace,vozidlem RZP,těžké zranění,Brno-Slatina,16.6942716830001,49.16983672,{E0DA9D2B-A0DF-484D-973C-C585FBE3BA15}
16.6362916850001,49.137154792,6,60042132011,-596802.142,-1167381.901,2013/02/03 00:00:00+00,7,2013,2,řidičem motorového vozidla,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",1830,18,únor,den,neděle,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,jiný druh nepřiměřené rychlosti,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),1,0,1,60000,1,0,0,1,,33-44,muž,muž,jiný neuvedený stav,žádné z uvedených,jiná situace,nebylo třeba poskytnout,usmrcení,,16.6362916850001,49.137154792,{4A25BA37-8E03-4E73-A36E-4BCFDBBC7F0C}
16.687293681,49.16545947,7,60042132030,-592767.074,-1164649.615,2013/04/11 00:00:00+00,4,2013,4,řidičem motorového vozidla,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",457,4,duben,noc,čtvrtek,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,"nepřizpůsobení rychlosti viditelnosti (mlha, soumrak, jízda v noci na tlumená světla apod.)","povrch suchý, neznečistěný",jiné ztížené,dobré,"most, nadjezd, podjezd, tunel",komunikace sledovaná (ve vybraných městech),0,1,0,5000,0,1,0,1,,33-44,žena,žena,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰,",žádné z uvedených,jiná situace,vozidlem RZP,těžké zranění,Brno-Slatina,16.687293681,49.16545947,{20A2E7B1-2EB0-42A2-9D8F-301E123FC6CC}
16.661559014,49.1633750230001,8,60042132137,-594657.757,-1164680.005,2013/11/09 00:00:00+00,6,2013,11,řidičem motorového vozidla,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",1953,19,listopad,den,sobota,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,jiný druh nepřiměřené rychlosti,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),1,0,0,150000,1,0,0,1,,24-32,muž,muž,nezjištěno,"náhlé vstoupení do vozovky z chodníku, krajnice",jiná situace,poskytnuta osádkou vozidel zúčast.na nehodě,usmrcení,Brno-Tuřany,16.661559014,49.1633750230001,{D87F46D4-35DE-491F-85D7-B71E47A904F2}
16.697125676,49.172085839,9,60042162006,-591975.83,-1163993.197,2016/01/22 00:00:00+00,5,2016,1,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1400,14,leden,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,dálnice,0,1,0,1050000,0,1,0,1,,24-32,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,žádné z uvedených,jiná situace,leteckou záchrannou službou,těžké zranění,Brno-Slatina,16.697125676,49.172085839,{D69F628B-0A5C-4F0B-BD00-686DEAD03FB7}
16.562422686,49.1619972680001,10,60042182002,-601862.011,-1164055.593,2018/01/01 00:00:00+00,1,2018,1,řidičem motorového vozidla,"v noci - bez veřejného osvětlení, viditelnost zhoršená vlivem povětrnostních podmínek (mlha, déšť, sněžení apod.",60,6,leden,den,pondělí,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,"nepřizpůsobení rychlosti viditelnosti (mlha, soumrak, jízda v noci na tlumená světla apod.)",povrch mokrý,mlha,dobré,žádné nebo žádné z uvedených,dálnice,1,0,0,80000,1,0,0,1,,24-32,muž,muž,"pod vlivem léků, narkotik",žádné z uvedených,jiná situace,vozidlem RZP,usmrcení,Brno-Starý Lískovec,16.562422686,49.1619972680001,{12D9E1B5-32CE-4171-B7E2-C467BD4D553A}
16.676621363,49.1634114030001,11,60042182046,-593565.17,-1164793.17,2018/05/05 00:00:00+00,6,2018,5,řidičem motorového vozidla,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",140,1,květen,noc,sobota,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,jiný druh nepřiměřené rychlosti,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,dálnice,0,1,0,35000,0,1,0,1,,33-44,muž,muž,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,těžké zranění,Brno-Tuřany,16.676621363,49.1634114030001,{75A9F195-0982-459A-AF27-15A5A878F60E}
16.609231756,49.1902385490001,12,60206100003,-598130.717,-1161301.21,2010/01/01 00:00:00+00,5,2010,1,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1312,13,leden,den,pátek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,neztížené,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),0,0,0,100,0,0,0,1,,45-60,muž,muž,nezjištěno,náraz do vozidla z boku,"chůze, stání na chodníku",nebylo třeba poskytnout,bez zranění,Brno-střed,16.609231756,49.1902385490001,{05FB4CCE-4F1C-4E61-88E1-F5C6B8218617}
16.6452242510001,49.2070050570001,13,60206100018,-595323.004,-1159728.75,2010/01/06 00:00:00+00,3,2010,1,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1710,17,leden,den,středa,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,11000,0,0,1,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,poskytnuta osádkou vozidel zúčast.na nehodě,lehké zranění,Brno-Židenice,16.6452242510001,49.2070050570001,{78423A08-0111-4B83-9FD4-8861C870C59D}
16.637088584,49.1843252670001,14,60206100025,-596182.503,-1162172.84,2010/01/08 00:00:00+00,5,2010,1,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1240,12,leden,den,pátek,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,"nepřizpůsobení rychlosti stavu vozovky (náledí, výtluky, bláto, mokrý povrch apod.)","na vozovce je náledí, ujetý sníh - posypané",sněžení,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,16000,0,0,1,1,,19-24,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,lehké zranění,Brno-Černovice,16.637088584,49.1843252670001,{9868E03F-B115-4636-8542-ABF49F90EC55}
16.571315477,49.167116573,15,60206100057,-601155.813,-1163559.703,2010/01/15 00:00:00+00,5,2010,1,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1330,13,leden,den,pátek,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,12-15,chlapec (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,,lehké zranění,Brno-Bohunice,16.571315477,49.167116573,{335DD66D-CBB6-4072-AAC1-CBCBCC99DD0E}
16.61185283,49.206923085,16,60206100072,-597741.444,-1159477.109,2010/01/18 00:00:00+00,1,2010,1,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1825,18,leden,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,1000,0,0,1,1,,71 a více,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.61185283,49.206923085,{54F65910-CC36-41DD-B97A-7FC4B2BBCF1F}
16.5588197980001,49.2176529870001,17,60206100081,-601453.953,-1157874.407,2010/01/20 00:00:00+00,3,2010,1,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1714,17,leden,den,středa,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,1000,0,0,1,1,,12-15,dívka (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Komín,16.5588197980001,49.2176529870001,{945EB99F-EF4C-42C7-8251-5B0951BCC5BD}
16.6207146850001,49.191708906,18,60206100083,-597281.068,-1161228.533,2010/01/21 00:00:00+00,4,2010,1,chginsodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1020,10,leden,den,čtvrtek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,71 a více,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,náraz do vozidla z boku,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.6207146850001,49.191708906,{88F38A95-5CCF-4E48-A5BE-35B0AF6BFE56}
16.508922243,49.218600397,19,60206100124,-605055.856,-1157375.427,2010/01/25 00:00:00+00,1,2010,1,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",630,6,leden,den,pondělí,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,poskytnuta osádkou vozidel zúčast.na nehodě,lehké zranění,Brno-Bystrc,16.508922243,49.218600397,{F98DC312-B7C5-4F21-A170-0BBC9FABF437}
16.599789474,49.2012323870001,20,60206100129,-598683.39,-1160011.754,2010/01/26 00:00:00+00,2,2010,1,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1930,19,leden,den,úterý,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,1000,0,0,1,1,,19-24,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"zmatené, zbrklé, nerozhodné jednání",přecházení po vyznačeném přechodu,poskytnuta osádkou vozidel zúčast.na nehodě,lehké zranění,Brno-střed,16.599789474,49.2012323870001,{AE4B8C04-2F82-4D1E-BF77-4A5D7F45D8FE}
16.6608356850001,49.200833372,21,60206100131,-594265.351,-1160532.728,2010/01/27 00:00:00+00,3,2010,1,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",818,8,leden,den,středa,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,1,0,10000,0,1,0,1,,24-32,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,těžké zranění,Brno-Vinohrady,16.6608356850001,49.200833372,{2AA947C4-B5DF-4996-8EA3-BE8FB6995D6C}
16.6189313460001,49.191915002,22,60206100137,-597407.833,-1161191.796,2010/01/27 00:00:00+00,3,2010,1,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1426,14,leden,den,středa,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,10000,0,0,1,1,,19-24,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.6189313460001,49.191915002,{5DC47DB2-16F2-43A9-B6CA-9C911958C85E}
16.605380145,49.2079297340001,23,60206100160,-598198.283,-1159315.126,2010/02/01 00:00:00+00,1,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1245,12,únor,den,pondělí,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,náraz do vozidla z boku,"chůze, stání na chodníku",vozidlem RZP,lehké zranění,Brno-Královo Pole,16.605380145,49.2079297340001,{48456FE7-FE8D-45B7-BB80-4BEF475E631B}
16.595566687,49.179204235,24,60206100168,-599253.023,-1162413.992,2010/02/02 00:00:00+00,2,2010,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",658,6,únor,den,úterý,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,24-32,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,špatný odhad vzdálenosti a rychlosti vozidla,přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.595566687,49.179204235,{FBFEC346-2F58-4C8D-8C37-F59430602072}
16.607783774,49.2000869930001,25,60206100170,-598117.919,-1160201.037,2010/02/02 00:00:00+00,2,2010,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",935,9,únor,den,úterý,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,71 a více,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"náhlé vstoupení do vozovky z chodníku, krajnice",vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-střed,16.607783774,49.2000869930001,{ED7FBC16-D6E2-4BCE-A6D0-7EEC66D51F6D}
16.585266371,49.221539078,26,60206100183,-599492.121,-1157652.771,2010/02/04 00:00:00+00,4,2010,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1012,10,únor,den,čtvrtek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,5000,0,0,1,1,,19-24,žena,žena,"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-Královo Pole,16.585266371,49.221539078,{ED2E5B8E-E850-4208-9BE6-C3DE9F522432}
16.6275367220001,49.1680028280001,27,60206100200,-597069.409,-1163902.85,2010/02/06 00:00:00+00,6,2010,2,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1905,19,únor,den,sobota,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,1,0,21000,0,1,0,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce do vozovky v blízkosti přechodu (cca do 2O m),vozidlem RZP,těžké zranění,Brno-jih,16.6275367220001,49.1680028280001,{35701F97-F1C5-49D3-8490-1413769EDCCF}
16.6152158260001,49.1917101710001,28,60206100204,-597679.513,-1161185.366,2010/02/07 00:00:00+00,7,2010,2,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1940,19,únor,den,neděle,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,20000,0,0,1,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,náraz do vozidla z boku,vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-střed,16.6152158260001,49.1917101710001,{42949268-6653-4EAA-8971-8127BD84DBA0}
16.5949631180001,49.228947223,29,60206100205,-598701.23,-1156909.836,2010/02/08 00:00:00+00,1,2010,2,chodcem,"ve dne, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, sněžení, déšť apod.)",710,7,únor,den,pondělí,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,sněžení,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,45-60,muž,muž,nezjištěno,náraz do vozidla z boku,jiná situace,vozidlem RZP,lehké zranění,Brno-Královo Pole,16.5949631180001,49.228947223,{2BAAE00E-2F36-4E94-924E-8553D1FB9738}
16.5517347790001,49.1777203230001,30,60206100209,-602447.645,-1162233.117,2010/02/08 00:00:00+00,1,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1217,12,únor,den,pondělí,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,61-70,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,lehké zranění,Brno-Nový Lískovec,16.5517347790001,49.1777203230001,{9E267233-7DA4-4F92-B8F8-8837C00F4A52}
16.56245913,49.1782843730001,31,60206100215,-601663.602,-1162255.325,2010/02/09 00:00:00+00,2,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",715,7,únor,den,úterý,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,16-18,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,žádné z uvedených,přecházení po vyznačeném přechodu,,lehké zranění,Brno-Nový Lískovec,16.56245913,49.1782843730001,{C2494133-71A1-4603-B036-70768DEFD288}
16.605384155,49.2059629130001,32,60206100245,-598221.51,-1159532.606,2010/02/15 00:00:00+00,1,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1600,16,únor,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,7-11,dívka (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,vozidlem RZP,lehké zranění,Brno-střed,16.605384155,49.2059629130001,{850BB288-E1F7-4A34-9485-0646DC9F399D}
16.618709806,49.1919298510001,33,60206100256,-597423.709,-1161188.421,2010/02/17 00:00:00+00,3,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",835,8,únor,den,středa,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,povrch mokrý,neztížené,"špatné - vlivem okolní zástavby (budovy, plné zábradlí apod.)",žádné nebo žádné z uvedených,komunikace místní,0,0,1,0,0,0,1,1,,61-70,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.618709806,49.1919298510001,{FF63CA92-0534-4850-8D51-273F1A8DD6A0}
16.6141636030001,49.2009780120001,34,60206100258,-597645.062,-1160152.481,2010/02/15 00:00:00+00,1,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1100,11,únor,den,pondělí,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,jiný druh nehody,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,jiné špatn,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,,lehké zranění,Brno-střed,16.6141636030001,49.2009780120001,{73ED6B30-D7A8-4F46-88DB-F334F7C07FF1}
16.6183082970001,49.1852439790001,35,60206100261,-597532.62,-1161924.47,2010/02/17 00:00:00+00,3,2010,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1615,16,únor,den,středa,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,1,10000,0,0,1,1,,33-44,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),jinou osobou,lehké zranění,Brno-střed,16.6183082970001,49.1852439790001,{1BF8980B-2D8B-4F71-91A1-E75D53773B15}
16.5726450770001,49.2195977960001,36,60206100271,-600429.393,-1157768.216,2010/02/19 00:00:00+00,5,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",820,8,únor,den,pátek,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,komunikace místní,0,1,0,0,0,1,0,1,,33-44,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,těžké zranění,Brno-Žabovřesky,16.5726450770001,49.2195977960001,{C7896AA1-75F0-4909-A480-CEAECFCABFFA}
16.6178900630001,49.1992735110001,37,60206100282,-597395.435,-1160370.091,2010/02/21 00:00:00+00,7,2010,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1425,14,únor,den,neděle,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,0,2,0,0,0,1,1,,61-70,žena,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.6178900630001,49.1992735110001,{3106856C-BF9E-465D-8F2F-B11CF67C2809}
