OID_,ObjectId,ogcfid,typ_opatre,rok_realiz,delka,datum_expo,GlobalID,SHAPE_Leng,point_x1,point_x2,point_y1,point_y2
10,11,651,Piktogramový koridor pro cyklisty - V20,2019,257.790008544921875,04/11/2022 00:00:00,{BB1D30DE-DF61-441A-BF41-8DFB5F507CC0},0.002986947054857,16.517468816000001,16.519878334000001,49.217717614000001,49.219278363999997
11,12,600,Vyhrazený jízdní pruh pro cyklisty - V14,2019,745.440002441406250,04/11/2022 00:00:00,{61324787-F371-4C1A-A9ED-FBCA3B92F771},0.007755827398325,16.496406509000000,16.493301105000000,49.220517108000003,49.215737324000003
12,13,702,Jízda cyklistů v protisměru - E12,2022,135.600006103515625,04/11/2022 00:00:00,{3D22940A-50FE-4BC0-87A3-C64A54CFE8F7},0.001744690016936,16.585459040000000,16.583807545999999,49.214343255000003,49.214905514999998
13,14,703,Piktogramový koridor pro cyklisty - V20,2022,1200.560058593750000,04/11/2022 00:00:00,{058A04C0-A156-485F-8D03-7EE203E4C64E},0.011227628781775,16.629348405999998,16.629511566000001,49.223086279999997,49.233538049000003
14,15,461,Jízda cyklistů v protisměru - E12,2018,41.419998168945312,04/11/2022 00:00:00,{57F24445-8283-4374-8BD8-95E99698437F},0.000567293001987,16.612507715000000,16.611941298000001,49.203904205000001,49.203872691000001
15,16,552,Zákaz vjezdu všech motorových vozidel - B11,1997,331.000000000000000,04/11/2022 00:00:00,{E85CD4F7-7AEA-4D5A-A1E6-4B965E469D64},0.003861998745796,16.588206029999998,16.587501737000000,49.208193836000000,49.206154775999998
16,17,605,Stezka pro chodce a cyklisty (nedělená) - C9,2019,1460.069946289062500,04/11/2022 00:00:00,{A26B7E08-7249-4126-AD80-171B05C31F48},0.018966991759365,16.506329677000000,16.519793600000000,49.208672909000001,49.204200501000003
17,18,376,Vjezd cyklistům povolen,2015,11.680000305175781,04/11/2022 00:00:00,{3FC84D87-A3B0-4D0E-884F-6B92B3D282C3},0.000232886094575,16.612504597000001,16.612619866999999,49.192226091000002,49.192428448999998
18,19,316,Piktogramový koridor pro cyklisty - V20,2010,15.470000267028809,04/11/2022 00:00:00,{1F828FE6-3FA5-4809-8851-AA5F805BB65B},0.000142365979183,16.575694114000001,16.575656169999998,49.191950656000003,49.192087256000001
19,20,283,Úsek byl zrušen,2014,164.509994506835938,04/11/2022 00:00:00,{B9054F6C-1027-4B54-A281-5147FCFB26BF},0.002212225477490,16.598944361000001,16.601120262999999,49.199884908000001,49.200237579000003
20,21,640,Jízda cyklistů v protisměru (piktogram),2021,75.540000915527344,04/11/2022 00:00:00,{E12FE8AE-9A11-4FBD-B5EF-9D97554A22B3},0.001023910409289,16.596849790000000,16.597864061999999,49.199616567000000,49.199756721999997
21,22,632,Jízda cyklistů v protisměru (piktogram),2017,10.409999847412109,04/11/2022 00:00:00,{D6EBFA2A-602E-48C4-952C-A399638390BD},0.000140133147681,16.612254965999998,16.612116915000001,49.196233675000002,49.196209607999997
22,23,644,Jízda cyklistů v protisměru - E12,2021,217.600006103515625,04/11/2022 00:00:00,{3D12C0A4-F964-4935-9E13-8D77C61C286C},0.002731682990410,16.619343827000002,16.621867763000001,49.183511727000003,49.184556637999997
23,24,511,Zákaz vjezdu všech motorových vozidel - B11,2017,3843.590087890625000,04/11/2022 00:00:00,{BE457DB6-7F5F-40BB-BB8A-3DDF1FB01462},0.032708358846594,16.553696837000000,16.548026318000002,49.242320597999999,49.232063146999998
24,25,652,Piktogramový koridor pro cyklisty - V20,2019,44.610000610351562,04/11/2022 00:00:00,{3241E354-1C32-47E8-877F-3C7A7E7491B7},0.000608072834757,16.520995922000001,16.521600683999999,49.222213944000003,49.222252073999996
25,26,553,Zákaz vjezdu všech motorových vozidel - B11,1997,488.989990234375000,04/11/2022 00:00:00,{A3C482EF-9F4F-4D74-B744-F959C64C6182},0.006059227105923,16.589924453999998,16.584424574000000,49.206736829999997,49.204630149000003
26,27,694,Stezka pro chodce a cyklisty (nedělená) - C9,2021,730.140014648437500,04/11/2022 00:00:00,{AB2A0F9A-C43A-4CB6-B278-A74CF71A32F1},0.008336717074501,16.553782090999999,16.560524057999999,49.217499580999998,49.212833238999998
27,28,606,Zákaz vjezdu všech motorových vozidel - B11,2015,2630.149902343750000,04/11/2022 00:00:00,{613814A6-258C-4034-AE26-CBBD95EDBB90},0.034918847448738,16.467257424000000,16.501199215000000,49.233956421000002,49.227993957999999
28,29,704,Stezka pro chodce s povoleným vjezdem cyklistů,2022,1199.959960937500000,04/11/2022 00:00:00,{6A8DCC0D-8F0B-4CB7-9378-7595E3113CC3},0.014354417081415,16.560607477000001,16.569781434999999,49.212795673000002,49.207099722999999
29,30,361,Vjezd cyklistům povolen,2015,41.490001678466797,04/11/2022 00:00:00,{E573E75D-D545-4E09-9C9E-20628BF11F38},0.000503930233239,16.609649890000000,16.609836399999999,49.195781883000002,49.195313812999999
30,31,284,Úsek byl zrušen,2014,135.220001220703125,04/11/2022 00:00:00,{29533A18-0592-4BCB-BE1D-47B023C302DC},0.001832695802781,16.599008988000001,16.600824260000000,49.199893924000001,49.200146038000000
31,32,705,Jízda cyklistů v protisměru - E12,2022,133.710006713867188,04/11/2022 00:00:00,{2DAAD0DD-1B8D-4B35-A387-0BD15315719D},0.001237415112404,16.594956899000000,16.594569970999999,49.199334006000001,49.200509371000003
32,33,242,Jízda cyklistů v protisměru (piktogram),2013,125.650001525878906,04/11/2022 00:00:00,{10438673-97C4-4436-B423-B0CA50564B91},0.001284206966423,16.588324149000002,16.589047631000000,49.220955783999997,49.219894764999999
33,34,634,Piktogramový koridor pro cyklisty - V20,2017,21.319999694824219,04/11/2022 00:00:00,{FD6969F2-5AF2-4831-9A85-E8F21CBF111B},0.000270869192658,16.613607382000001,16.613354058999999,49.196696664000001,49.196600760000003
34,35,601,Zákaz vjezdu všech motorových vozidel - B11,2019,96.510002136230469,04/11/2022 00:00:00,{1CA9BE95-92BA-4F73-A524-A6D967252A8C},0.001089390801415,16.588206029999998,16.589077576000001,49.208193836000000,49.207540246000001
35,36,604,Jízda cyklistů v protisměru (piktogram),2019,120.569999694824219,04/11/2022 00:00:00,{C05251FE-C844-465B-B129-DF0684557095},0.001238680790398,16.587190366000002,16.587893510000001,49.220634054000001,49.219614290000003
36,37,294,Jízda cyklistů v protisměru (piktogram),2017,55.939998626708984,04/11/2022 00:00:00,{4E98F2BD-06BC-4204-9B72-E19C9C2C91BA},0.000702539661637,16.611930859000001,16.612580182999999,49.197356353000004,49.197624568999998
37,38,223,Vjezd cyklistům povolen,2019,31.510000228881836,04/11/2022 00:00:00,{E732132B-0B3B-4CC1-9529-2167875AC027},0.000408952925889,16.604458044000001,16.604848379000000,49.196401235000003,49.196520710000001
38,39,609,Vjezd cyklistům povolen,2015,41.490001678466797,04/11/2022 00:00:00,{827E5783-C72C-400E-A79F-E32926D6CB55},0.000236708740404,16.609066589000001,16.609302355000001,49.196643971000000,49.196622865999998
39,40,197,Stezka pro chodce a cyklisty (nedělená) - C9,2002,252.490005493164062,04/11/2022 00:00:00,{5482F0D9-2C22-4036-AC3D-5159BAA71C23},0.002490353394625,16.607180653000000,16.608451723999998,49.211368532000002,49.209226997000002
40,41,354,Vjezd cyklistům povolen,2015,267.079986572265625,04/11/2022 00:00:00,{C93B9162-7788-4FE5-8DA8-150B7B41E2CF},0.003603623237640,16.605748085999998,16.606836703999999,49.192441141000003,49.192448560000003
41,42,400,Vjezd cyklistům povolen,2008,857.380004882812500,04/11/2022 00:00:00,{D7B59826-1D0D-445E-BC45-5771AF3E3FC9},0.008430914399478,16.554050618000002,16.553364409000000,49.210857689999997,49.217827646000003
42,43,633,Jízda cyklistů v protisměru - E12,2014,29.010000228881836,04/11/2022 00:00:00,{26D511DD-E5C9-45C5-82C0-E286DA119F46},0.000390311244686,16.612116915000001,16.611732575000001,49.196209607999997,49.196141595999997
43,44,456,Přejezd pro cyklisty,0,15.899999618530273,04/11/2022 00:00:00,{E4BA16FA-0797-498E-96C1-88423E893561},0.000184379099784,16.573645970000001,16.573800073000001,49.218269964000001,49.218371196000000
44,45,300,Jízda cyklistů v protisměru (jízdní pruh),2014,204.789993286132812,04/11/2022 00:00:00,{E1EC6EDE-0C29-4948-9EFC-6E9D1238CD86},0.002726028458059,16.617362073999999,16.620023284999998,49.190464804000001,49.189873921999997
45,46,279,Jízda cyklistů v protisměru (piktogram),2013,379.910003662109375,04/11/2022 00:00:00,{CB628B5D-78D8-428C-8AB8-AB8FC4EE6760},0.005006222519230,16.600089789999998,16.595245973000001,49.209738649000002,49.208473900000001
46,47,32,Jízda cyklistů v protisměru (piktogram),2016,330.459991455078125,04/11/2022 00:00:00,{465A1FF3-3A59-4B81-88B8-A184B83832D0},0.003138267962142,16.641457320000001,16.642743751000001,49.185348177000002,49.188187710999998
47,48,645,Piktogramový koridor pro cyklisty - V20,2021,126.300003051757812,04/11/2022 00:00:00,{3C30C1DB-8035-4716-B6F2-C6E1042EBF12},0.001725763566863,16.619679014999999,16.621399632999999,49.181717796000001,49.181737439999999
48,49,655,Piktogramový koridor pro cyklisty - V20,2019,270.790008544921875,04/11/2022 00:00:00,{4E08EE60-6A10-4D84-B6B1-7154CC36F58D},0.003395754292495,16.529419621999999,16.526296428999999,49.221871382000003,49.220610434000001
49,50,181,Stezka pro chodce s povoleným vjezdem cyklistů,2020,143.470001220703125,04/11/2022 00:00:00,{E208B236-1195-4C85-8F71-38E7D87B6AA9},0.001402204823582,16.593796386000001,16.594523182000000,49.216827537000000,49.215628430999999
50,51,182,Stezka pro chodce s povoleným vjezdem cyklistů,2020,146.580001831054688,04/11/2022 00:00:00,{3F0FD496-4E28-49FF-A5A8-323284C9C507},0.001435837705877,16.594604150999999,16.595357762999999,49.215490267000000,49.214268187000002
51,52,183,Stezka pro chodce s povoleným vjezdem cyklistů,2020,74.190002441406250,04/11/2022 00:00:00,{0EEBBBF7-164C-4650-B08A-DC1B3A2C4369},0.000725377581775,16.595472596000000,16.595849263000002,49.214027864000002,49.213407949000000
52,53,184,Stezka pro chodce s povoleným vjezdem cyklistů,2020,70.239997863769531,04/11/2022 00:00:00,{79253C2F-98F5-43AD-B3D8-33F53708098B},0.000685867278631,16.595913673999998,16.596267307000002,49.213305603999999,49.212718064000001
53,54,690,Stezka pro chodce a cyklisty (dělená) - C10,2021,187.009994506835938,04/11/2022 00:00:00,{143A6CC9-4F29-4A39-934E-286092F03F4A},0.001770765494721,16.656439629000001,16.657065999000000,49.182298273999997,49.183909245000002
54,55,623,Vyhrazený jízdní pruh pro cyklisty - V14,2010,24.010000228881836,04/11/2022 00:00:00,{3D2AD498-8605-4BBE-B18C-ACAFD3FDB6BC},0.000274146683071,16.595549982000001,16.595327400999999,49.191183909000003,49.191026735999998
55,56,691,Vyhrazený jízdní pruh pro cyklisty - V14,2019,368.170013427734375,04/11/2022 00:00:00,{A430C28A-B8F5-44B8-871C-BFA9F9CD3994},0.003634373481385,16.519819552000001,16.520968990000000,49.219292971000002,49.222244582000002
56,57,653,Vyhrazený jízdní pruh pro cyklisty - V14,2019,38.459999084472656,04/11/2022 00:00:00,{BC4882A2-E391-4F0D-907F-82A99F12D41F},0.000544586220435,16.521507347000000,16.520966212000001,49.222304917000002,49.222248815000000
57,58,619,Stezka pro chodce a cyklisty (nedělená) - C9,2020,23.639999389648438,04/11/2022 00:00:00,{1735F708-50CC-45C6-B17C-33C6B7AFD829},0.000238998083894,16.608982212000001,16.608931604999999,49.209654860000001,49.209886263999998
58,59,612,Stezka pro chodce a cyklisty (nedělená) - C9,2019,75.220001220703125,04/11/2022 00:00:00,{4D27036D-539A-46A9-A403-EF2BD5822CE5},0.000687027489715,16.653118277000001,16.652958783999999,49.123223531999997,49.123891790000002
59,60,614,Stezka pro chodce a cyklisty (nedělená) - C9,2019,11.300000190734863,04/11/2022 00:00:00,{7222FE1A-8E4B-495C-A344-FD3F465B6D77},0.000101819845911,16.627943712000000,16.627951713000002,49.202797486000001,49.202898990999998
60,61,630,Zákaz vjezdu všech motorových vozidel - B11,2020,569.239990234375000,04/11/2022 00:00:00,{8B59589F-B524-4C6C-8B57-9468F5A32393},0.007573653242297,16.653884174000002,16.661269114000000,49.227251367999997,49.225698051000002
61,62,248,Jízda cyklistů v protisměru (piktogram),2013,249.440002441406250,04/11/2022 00:00:00,{76771560-781F-4E9D-AE0D-3C4C716A9B73},0.002844765828620,16.632936560000001,16.630285919999999,49.202996462000002,49.203669376000001
62,63,254,Jízda cyklistů v protisměru (piktogram),2014,121.449996948242188,04/11/2022 00:00:00,{A686B440-42A4-489F-A98B-8DFBE2FE7C6B},0.001484555490323,16.588811566000000,16.587370352000001,49.232809453000002,49.232453352999997
63,64,646,Stezka pro chodce s povoleným vjezdem cyklistů,2021,86.459999084472656,04/11/2022 00:00:00,{1B216727-4075-49E9-867A-679A183C7965},0.000843082668545,16.617715064999999,16.618146638999999,49.186336386000001,49.185612140000003
64,65,607,Vjezd cyklistům povolen,2019,185.970001220703125,04/11/2022 00:00:00,{5A06521F-2B38-47C5-80DF-0AB72536539A},0.001891623629952,16.605973090999999,16.607023822999999,49.195769642000002,49.194216187999999
65,66,451,Jízda cyklistů v protisměru (piktogram),2018,97.680000305175781,04/11/2022 00:00:00,{26319005-14CE-43E9-980A-E9E51857390B},0.001267771700407,16.614164895999998,16.612955224000000,49.194689457999999,49.194335350000003
66,67,610,Vjezd cyklistům povolen,2015,96.889999389648438,04/11/2022 00:00:00,{A4030DD7-26F4-466D-A4E1-FF957AD4A25D},0.000909963176452,16.609302355000001,16.609649890000000,49.196622865999998,49.195781883000002
67,68,280,Jízda cyklistů v protisměru (jízdní pruh),2011,89.209999084472656,04/11/2022 00:00:00,{D39E0627-7D9F-4D68-B1A7-0B13BE5FC080},0.001498696218826,16.602744618999999,16.604191963000002,49.210437327000001,49.210808090000000
68,69,352,Vjezd cyklistům povolen,2015,393.670013427734375,04/11/2022 00:00:00,{FBF6DA92-0CE8-424D-A29F-84F05F67085D},0.004671631763017,16.608044667000001,16.608231765999999,49.191934117000002,49.192508254000003
69,70,105,Jízda cyklistů v protisměru (piktogram),2015,152.580001831054688,04/11/2022 00:00:00,{CCCC0643-2DAB-4EC4-A2FB-FC0A31F7B70E},0.002027050520454,16.580479703000002,16.582454714000001,49.210541321000001,49.210084960000003
70,71,243,Jízda cyklistů v protisměru (piktogram),2013,125.680000305175781,04/11/2022 00:00:00,{DDF7CBA3-9168-4937-9BDA-C3FC84FF1B41},0.001343764600864,16.589047631000000,16.589808104999999,49.219894764999999,49.218786891999997
71,72,656,Piktogramový koridor pro cyklisty - V20,2019,59.069999694824219,04/11/2022 00:00:00,{0E151898-2684-42F2-95F0-9E0BD06A48C5},0.000799696398858,16.525166912000000,16.525957864999999,49.220667489999997,49.220574454999998
72,73,611,Piktogramový koridor pro cyklisty - V20,2020,901.390014648437500,04/11/2022 00:00:00,{1F23F066-D7B6-476E-A418-60F38C3B7CAD},0.008805765135119,16.596930318999998,16.592377236000001,49.211850722999998,49.219387560999998
73,74,654,Vyhrazený jízdní pruh pro cyklisty - V14,2019,215.279998779296875,04/11/2022 00:00:00,{EDD6362F-F587-4237-8E4B-21E745A2B40F},0.002443594274922,16.519819552000001,16.517906593999999,49.219292971000002,49.217907001000000
74,75,695,Piktogramový koridor pro cyklisty - V20,2021,325.230010986328125,04/11/2022 00:00:00,{D272C133-182E-4C02-B3F6-06AB9BC0E521},0.004440863615400,16.498778409000000,16.503927066999999,49.220239405000001,49.220646115000001
75,76,706,Ochranný jízdní pruh pro cyklisty,2022,764.330017089843750,04/11/2022 00:00:00,{B3B0AAE9-2D10-4892-94F2-84C164CEE251},0.007263674992004,16.607904818000002,16.604887980000001,49.200378911999998,49.206939931999997
76,77,615,Stezka pro cyklisty - C8,2019,67.459999084472656,04/11/2022 00:00:00,{6650FDE6-0C4C-47C9-A8D2-4CB5555B3742},0.000839491956208,16.627951713000002,16.628749257999999,49.202898990999998,49.202659136000001
77,78,613,Stezka pro chodce a cyklisty (nedělená) - C9,2019,26.680000305175781,04/11/2022 00:00:00,{F3A36F0D-0719-4373-8F42-1678EC6D0D3C},0.000271782046840,16.653137849000000,16.653307110000000,49.123998307000001,49.124210947999998
78,79,239,Jízda cyklistů v protisměru - E12,2013,264.709991455078125,04/11/2022 00:00:00,{C0102E5D-10BC-4F28-8F77-43E7A6BB08FF},0.000799448605689,16.633321083999999,16.632945981999999,49.203030220999999,49.202995408000000
79,80,285,Jízda cyklistů v protisměru (piktogram),2013,332.720001220703125,04/11/2022 00:00:00,{A763D195-A1AD-4B01-860C-06E5D0CD46C3},0.003561796090709,16.599092735999999,16.602066439000001,49.199776309000001,49.197815831000000
80,81,696,Vyhrazený jízdní pruh pro cyklisty - V14,2021,496.989990234375000,04/11/2022 00:00:00,{962ECA42-DB1B-4E50-9E49-328105A22E38},0.006013279636050,16.503935399000000,16.509175074000002,49.220643365000001,49.218391978000000
81,82,244,Jízda cyklistů v protisměru (jízdní pruh),2015,159.039993286132812,04/11/2022 00:00:00,{9A4F1592-1C10-48C4-B70A-7A93BF457604},0.002152248482741,16.595231288000001,16.597359695000002,49.223293472000002,49.223612109000001
82,83,272,Jízda cyklistů v protisměru (piktogram),2012,89.449996948242188,04/11/2022 00:00:00,{618B9E07-6BC3-4A5D-A446-7EBF75D69C21},0.001149606183504,16.627606321999998,16.628689590000000,49.175241919999998,49.175539387999997
83,84,353,Vjezd cyklistům povolen,2015,79.269996643066406,04/11/2022 00:00:00,{7FD8A9B1-55C4-4F89-B884-9D40D02BE656},0.001016028895042,16.606822648000001,16.607779088000001,49.191693934000000,49.191793914999998
84,85,250,Jízda cyklistů v protisměru (piktogram),2017,472.329986572265625,04/11/2022 00:00:00,{82C7031F-2D5F-4E67-8694-37B4EBA95453},0.005216289416701,16.555119878999999,16.551352311999999,49.209185769000001,49.211738523000001
85,86,291,Úsek byl zrušen,2015,189.979995727539062,04/11/2022 00:00:00,{8A57AEFC-C8FF-419B-AF00-C8BA05F50A9B},0.001893293962731,16.607035691000000,16.605973090999999,49.194217029000001,49.195769642000002
86,87,75,Jízda cyklistů v protisměru (jízdní pruh),2013,43.000000000000000,04/11/2022 00:00:00,{ED3DAA94-DF93-473F-B7C9-2AE345580F12},0.000584260409493,16.586077340999999,16.585497520000001,49.196444563000000,49.196452845000003
87,88,377,Vjezd cyklistům zakázán,2015,141.449996948242188,04/11/2022 00:00:00,{638C293F-B181-4AA0-AE7A-1E1F198FCB16},0.001587990270898,16.605372520000000,16.606521568000002,49.197387468999999,49.197069476000003
88,89,616,Stezka pro chodce a cyklisty (nedělená) - C9,2019,27.719999313354492,04/11/2022 00:00:00,{44EE29E4-650C-49C3-AB54-296CFFFCE33A},0.000370974822344,16.627821484999998,16.628185056000000,49.203068782000003,49.203009274999999
89,90,692,Jízda cyklistů v protisměru - E12,2021,90.940002441406250,04/11/2022 00:00:00,{D7A75DE6-E353-4D84-A1B0-C21508F0986D},0.001154506940204,16.576976370000001,16.578055023000001,49.210430389999999,49.210018814999998
90,91,635,Jízda cyklistů v protisměru (piktogram),2020,133.279998779296875,04/11/2022 00:00:00,{56822337-C340-49CC-AAD1-F5EAAE18C8F9},0.001206855767772,16.616984326000001,16.617170424000001,49.191815147000000,49.190622910000002
91,92,707,Stezka pro chodce a cyklisty (nedělená) - C9,2022,59.549999237060547,04/11/2022 00:00:00,{05C8BAA2-174C-42DD-982A-4F8AFD8CC839},0.000537580327314,16.592400639000001,16.592396011000002,49.257528868999998,49.256994880000001
92,93,287,Jízda cyklistů v protisměru (jízdní pruh),2013,44.400001525878906,04/11/2022 00:00:00,{7CE2960D-1E4F-42E2-B297-713B531AEC27},0.000548267608641,16.602217395000000,16.602714291000002,49.197801026999997,49.198029188000000
93,94,71,Jízda cyklistů v protisměru (piktogram),2014,162.539993286132812,04/11/2022 00:00:00,{FD1668C1-C48F-4246-9312-C014B81FDD79},0.002221078638419,16.576733702999999,16.578948663999999,49.171634920999999,49.171483443000000
94,95,114,Jízda cyklistů v protisměru (jízdní pruh),2010,189.179992675781250,04/11/2022 00:00:00,{6CAE4C24-5F83-4F3B-AF95-B36A3B42F593},0.002539490550545,16.592794265999999,16.595290681000002,49.190534323000001,49.191000070000001
95,96,631,Piktogramový koridor pro cyklisty - V20,2013,15.050000190734863,04/11/2022 00:00:00,{625D74F5-EF7A-47FB-B8CA-377197819AD7},0.000158072442250,16.630285919999999,16.630177758999999,49.203669376000001,49.203554101999998
96,97,638,Stezka pro chodce a cyklisty (nedělená) - C9,2000,146.130004882812500,04/11/2022 00:00:00,{F2537C89-9B6D-468D-96CB-2646081FF23B},0.001369828901346,16.632987122999999,16.633499065999999,49.201672006999999,49.202942575999998
97,98,647,Stezka pro chodce s povoleným vjezdem cyklistů,2021,105.900001525878906,04/11/2022 00:00:00,{07ADEFC4-3BA4-427F-AA19-1EA1B00A0EAD},0.001035473998807,16.617442381000000,16.617977863000000,49.186462978000002,49.185578757999998
98,99,708,Vyhrazený jízdní pruh pro cyklisty - V14,2022,832.880004882812500,04/11/2022 00:00:00,{A5FAAF78-911D-417F-ABE8-E81329959453},0.011290190349103,16.605590815999999,16.616769967000000,49.224385044999998,49.222979287999998
99,100,709,Jízda cyklistů v protisměru - E12,2022,185.009994506835938,04/11/2022 00:00:00,{F641D277-E524-4D27-BD7E-9F8A5FE3CBF1},0.001748536583263,16.569854728999999,16.569971320000001,49.199504672000003,49.197910296000003
100,101,710,Jízda cyklistů v protisměru (piktogram),2022,55.470001220703125,04/11/2022 00:00:00,{07ADDF06-3B2B-4663-A6FE-B08045913AE2},0.000527385316828,16.594322438999999,16.594095684999999,49.219956301000003,49.220432449999997
101,102,657,Piktogramový koridor pro cyklisty - V20,2019,0.000000000000000,04/11/2022 00:00:00,{2CC8C17C-675C-4141-A6EC-529B44E58598},0.003650354770450,16.521969695999999,16.525152509000002,49.222297662999999,49.220672700999998
102,103,637,Stezka pro chodce s povoleným vjezdem cyklistů,2020,649.010009765625000,04/11/2022 00:00:00,{3C8FCAAB-306E-4397-AD5C-A1E1579FA76D},0.008183857442696,16.582527420000002,16.586525092999999,49.220241643999998,49.215278626000000
103,104,315,Přejezd pro cyklisty,0,8.340000152587891,04/11/2022 00:00:00,{23599CB5-78B7-4FCD-9D64-FC2CD885BA7C},0.000107643985905,16.575641051000002,16.575538810000001,49.192098717000000,49.192132391999998
104,105,384,Jízda cyklistů v protisměru (piktogram),2018,140.570007324218750,04/11/2022 00:00:00,{4E4213C0-5BA3-478F-B9E3-A45A52FF2F04},0.001596875756645,16.642811063000000,16.643233978000001,49.196342579000003,49.194806354000001
105,106,648,Piktogramový koridor pro cyklisty - V20,2021,209.539993286132812,04/11/2022 00:00:00,{8405688C-7845-40D7-B767-F0B0FD166667},0.002012835266969,16.618381132000000,16.619309865000002,49.184855401999997,49.183074537000003
106,107,697,Vyhrazený jízdní pruh pro cyklisty - V14,2021,347.600006103515625,04/11/2022 00:00:00,{7A0B21DC-1EB3-4241-BAC2-75B748A820E3},0.004285685181760,16.508196133999999,16.504375659000001,49.219312449000000,49.220766584000003
107,108,292,Úsek byl zrušen,2015,184.979995727539062,04/11/2022 00:00:00,{C3B490AA-F744-47B7-BB92-834DD3BFD059},0.001846962345506,16.607035691000000,16.605988472000000,49.194217029000001,49.195725779000000
108,109,380,Vjezd cyklistům zakázán,2015,43.540000915527344,04/11/2022 00:00:00,{3D83810E-029F-460B-A451-495E1D95D8B1},0.000561237460198,16.606505263999999,16.605973090999999,49.195944570000002,49.195769642000002
109,110,293,Jízda cyklistů v protisměru (piktogram),2015,159.490005493164062,04/11/2022 00:00:00,{7024310B-9066-41B1-A41F-5A5BB9460031},0.001807798103437,16.605736008000001,16.607087825000001,49.192498444999998,49.193494501000004
110,111,314,Přejezd pro cyklisty,0,10.460000038146973,04/11/2022 00:00:00,{18CE8251-5212-444C-A10D-005B82413846},0.000113820631151,16.575605368000002,16.575690283000000,49.191863826000002,49.191939619000003
111,112,597,Piktogramový koridor pro cyklisty - V20,2019,413.540008544921875,04/11/2022 00:00:00,{AD9C8E00-F414-44E3-84F4-482C2084C215},0.005040970713827,16.587588310000001,16.583095502999999,49.198964537999998,49.201189497000001
112,113,68,Jízda cyklistů v protisměru (piktogram),2016,301.500000000000000,04/11/2022 00:00:00,{82F09059-244A-4125-A2AB-3C063E38A58C},0.004033032503253,16.573271252000001,16.577223052000001,49.173121395000003,49.172769123000002
113,114,649,Piktogramový koridor pro cyklisty - V20,2021,405.230010986328125,04/11/2022 00:00:00,{C2A5D381-4019-4ED2-BDDD-B6690DCC3FBC},0.003951380791292,16.620372328999999,16.618366286000001,49.181870334999999,49.185262997999999
114,115,608,Vjezd cyklistům povolen,2019,114.410003662109375,04/11/2022 00:00:00,{2C0F7AC4-61D5-48BC-AA93-79E3B277E262},0.001083670707306,16.605552542000002,16.605973090999999,49.196749078000003,49.195769642000002
115,116,698,Piktogramový koridor pro cyklisty - V20,2021,394.100006103515625,04/11/2022 00:00:00,{7C2D8797-4AA5-48FA-8CA8-A58B6691F7AB},0.005376708966727,16.504365424000000,16.499014188000000,49.220765849999999,49.220306082999997
116,117,97,Jízda cyklistů v protisměru (piktogram),2013,143.029998779296875,04/11/2022 00:00:00,{D3139CC1-FD8C-42F6-ADC6-1F469251B8E7},0.001454528187686,16.550491846000000,16.549693246000000,49.210050455000001,49.211162006000002
117,118,699,Piktogramový koridor pro cyklisty - V20,2021,492.760009765625000,04/11/2022 00:00:00,{AA3D2C72-2A82-4196-AEAD-1AB81FEC0A00},0.004725665282246,16.529426698999998,16.531364748000001,49.221875324999999,49.226056518000000
118,119,74,Jízda cyklistů v protisměru (piktogram),2013,50.869998931884766,04/11/2022 00:00:00,{4C77D4F4-F565-461A-A20D-3FDAE6E10F30},0.000696400284227,16.551186819000002,16.550491846000000,49.210069908999998,49.210050455000001
119,120,700,Piktogramový koridor pro cyklisty - V20,2021,62.459999084472656,04/11/2022 00:00:00,{F3F830F7-DB11-4258-B7B2-4D3A9C034B8C},0.000668238954153,16.620523181999999,16.620056309999999,49.207842624000001,49.208301730000002
120,121,447,Jízda cyklistů v protisměru (piktogram),2018,162.429992675781250,04/11/2022 00:00:00,{9EEF88ED-ADF4-49F4-BD5A-2EFD39C8D3AB},0.001972284529044,16.601313677000000,16.599559280000001,49.202143247999999,49.201242139000001
121,122,101,Jízda cyklistů v protisměru (piktogram),2013,240.350006103515625,04/11/2022 00:00:00,{5DA84081-CF13-4889-8E3F-675BE24CB4BC},0.003125854686867,16.569222775000000,16.572211675999998,49.213488296000001,49.212576810999998
122,123,42,Jízda cyklistů v protisměru (piktogram),2014,73.029998779296875,04/11/2022 00:00:00,{BD0849CB-A6AE-4178-A1DB-E750ACFAF007},0.000765270696036,16.498405297000001,16.498925193000002,49.215996742999998,49.216558300999999
123,124,313,Přejezd pro cyklisty,0,13.029999732971191,04/11/2022 00:00:00,{AA0B03D1-BA4D-4BF1-AA4F-2D364A98882C},0.000117221994217,16.622341176999999,16.622346367999999,49.166476228999997,49.166359122000003
124,125,43,Jízda cyklistů v protisměru (piktogram),2014,72.319999694824219,04/11/2022 00:00:00,{58310525-3035-4363-8AA5-D5574610685C},0.000755381962482,16.498925193000002,16.499433724999999,49.216558300999999,49.217116867999998
125,126,41,Jízda cyklistů v protisměru (piktogram),2014,72.599998474121094,04/11/2022 00:00:00,{BF943F94-5018-4B6C-855F-2D2321D76615},0.000755399307246,16.497902324999998,16.498405297000001,49.215433140999998,49.215996742999998
126,127,47,Jízda cyklistů v protisměru (piktogram),2014,72.660003662109375,04/11/2022 00:00:00,{C7248633-A8B6-4E88-A12A-14826219356A},0.000758338250663,16.500619771000000,16.500110389000000,49.216649079000000,49.216087289999997
