X,Y,ObjectId,stop_id,stop_name,latitude,longitude,zone_id,location_type,parent_station,wheelchair_boarding,GlobalID
16.591977,48.8553230000001,75,U15544Z3,"Dolní Dunajovice, Jednota",48.855323,16.591977,552,0,U15544N41,2,{E779C580-0E91-486B-A08E-24A9C2F36763}
16.5867900000001,48.8576370000001,76,U15543Z2,"Dolní Dunajovice, Hlavní",48.857637,16.58679,552,0,U15543N42,2,{6F118566-1575-499D-BECE-BA361F4E4D73}
16.536815,48.8762820000001,77,U15565Z2,"Brod nad Dyjí, obecní úřad",48.876282,16.536815,540,0,U15565N43,2,{7F323BED-26C4-492E-BD1A-E230D13E2CCA}
16.54164,48.90308,78,U15428Z2,"Pasohlávky, u kostela",48.90308,16.54164,540,0,U15428N44,2,{F19DFB79-81AC-472F-851F-9EE64DDC86E1}
16.5564670000001,48.9196190000001,79,U15427Z2,"Pasohlávky, rozcestí Ivaň",48.919619,16.556467,540,0,U15427N45,2,{4EBCC501-FAB3-43EE-8B29-F277149950AD}
16.528195,48.9373380000001,80,U15318Z2,"Pohořelice, Nová Ves",48.937338,16.528195,540,0,U15318N46,2,{E51B2736-AFAF-461C-8DBB-DD54CE866709}
16.522413,48.9808780000001,81,U15317Z7,"Pohořelice, náměstí",48.980878,16.522413,530,0,U15317N23,2,{4954C13A-BC05-4590-B889-B4EECEA4903A}
16.6161510000001,49.185364,82,U1696Z10,ÚAN Zvonařka,49.185364,16.616151,100,0,U1696N29,2,{5503EB79-4835-4FE0-B950-DB43B2832A68}
16.5219060000001,48.980709,83,U15317Z5,"Pohořelice, náměstí",48.980709,16.521906,530,0,U15317N23,2,{C1301942-AC69-436A-B5D6-230A1E677D7E}
16.528422,48.936807,84,U15318Z1,"Pohořelice, Nová Ves",48.936807,16.528422,540,0,U15318N46,2,{1038B8CF-B402-435D-A59E-F04124F4208C}
16.5567090000001,48.918193,85,U15427Z1,"Pasohlávky, rozcestí Ivaň",48.918193,16.556709,540,0,U15427N45,2,{B1616996-890A-4582-A61B-3A972E8BE9A4}
16.54164,48.90308,86,U15428Z1,"Pasohlávky, u kostela",48.90308,16.54164,540,0,U15428N44,2,{8911A063-CCE1-4E6C-A08F-B3C43BF73148}
16.5367220000001,48.8763050000001,87,U15565Z1,"Brod nad Dyjí, obecní úřad",48.876305,16.536722,540,0,U15565N43,2,{57BDF654-C109-4710-B529-11291123643C}
16.5869670000001,48.8575670000001,88,U15543Z1,"Dolní Dunajovice, Hlavní",48.857567,16.586967,552,0,U15543N42,2,{BCF80E3F-F6E6-418C-9C07-D907743D4F2D}
16.592543,48.8547370000001,89,U15544Z1,"Dolní Dunajovice, Jednota",48.854737,16.592543,552,0,U15544N41,2,{E92A92CE-A58D-495D-8D11-704376D366F1}
16.6098200000001,48.8506150000001,90,U15545Z1,"Dolní Dunajovice, rozcestí",48.850615,16.60982,552,0,U15545N40,2,{4953FD0C-920F-4B26-8627-CB20408D311B}
16.612673,48.8305930000001,91,U15701Z1,"Bavory, rozcestí",48.830593,16.612673,552,0,U15701N39,2,{A56E29DD-A4E7-4807-A850-8066E7FF7B20}
16.6305160000001,48.8120880000001,92,U15702Z1,"Mikulov, Brněnská",48.812088,16.630516,571,0,U15702N38,2,{1C5A6687-329E-4F34-AA75-7E9A2EFA9072}
16.633496,48.805487,93,U15703Z1,"Mikulov, 22. dubna",48.805487,16.633496,571,0,U15703N47,2,{2596566A-B81F-462E-A084-03BCCEFDEC5B}
16.634445,48.8021170000001,94,U15709Z1,"Mikulov, u parku",48.802117,16.634445,571,0,U15709N37,2,{C3BA16E0-14EF-4DE2-A8D5-E003128FCA11}
16.6261700000001,48.8021600000001,95,U15714Z51,"Mikulov, železniční stanice",48.80216,16.62617,571,0,U15714N36,2,{B5B9AFD5-7368-41C6-B9ED-84CDE31AE858}
16.5313330000001,48.948333,96,U15326Z1,"Pohořelice, Vilémov",48.948333,16.531333,530,0,U15326N48,2,{75FBB487-FBDD-4C8C-8B50-F2E52243D669}
16.5308420000001,48.956485,97,U15316Z1,"Pohořelice, Mariánský dvůr",48.956485,16.530842,530,0,U15316N49,2,{B6D0C0B7-40BB-4A83-9C84-353A0C2971BE}
16.5326870000001,48.9620870000001,98,U15324Z1,"Pohořelice, Velký Dvůr",48.962087,16.532687,530,0,U15324N50,2,{50A639E2-8A7C-4A61-AE22-CB2BD562353F}
16.5583560000001,48.9184910000001,99,U15427Z3,"Pasohlávky, rozcestí Ivaň",48.918491,16.558356,540,0,U15427N45,2,{F7C0025B-C257-44CC-96B5-D8613E5DCD6B}
16.5759190000001,48.904459,100,U15435Z1,"Pasohlávky, Aqualand Moravia",48.904459,16.575919,540,0,U15435N51,2,{3536DDE6-C01E-49DD-8565-565F1E97228E}
16.8703350000001,49.1989750000001,101,U17337Z2,"Rousínov, rozc. k žel. st.",49.198975,16.870335,730,0,U17337N225,2,{01E46442-ABE0-4755-96F2-172DC583AA25}
16.841008,49.1865520000001,102,U17348Z2,"Velešovice, u mostu",49.186552,16.841008,730,0,U17348N224,2,{0E21244E-9815-4FD1-8F69-3BD18AEB2018}
16.7995280000001,49.1845970000001,103,U16205Z2,"Holubice, kruh",49.184597,16.799528,620,0,U16205N222,2,{946293C6-5CAE-48CC-9019-E132A74CA8C0}
16.7605830000001,49.1836670000001,104,U16105Z2,"Jiříkovice, motorest Rohlenka",49.183667,16.760583,610,0,U16105N221,2,{DA6A26F8-914D-4DB2-A4AA-9C17E6FC2A99}
16.72308,49.1829770000001,105,U16130Z2,"Šlapanice, Bedřichovice, rozc.",49.182977,16.72308,610,0,U16130N220,2,{644C3862-F5E4-42ED-9118-F9B9C18C6B0B}
16.6900890000001,49.1822900000001,106,U1577Z6,"Slatina, sídliště",49.18229,16.690089,101,0,U1577N219,2,{D486C642-D47D-4E44-A7CF-8D335D72D6B1}
16.6667640000001,49.1835550000001,107,U1068Z2,Černovičky,49.183555,16.666764,101,0,U1068N218,1,{E9D801AF-38E9-42D3-8EF8-53F2AB3207D3}
16.99145,49.275878,108,U17423Z2,"Vyškov, Autobusové nádraží",49.275878,16.99145,740,0,U17423N201,2,{BD56DC2C-B085-4B1A-8A57-34255AA95C2C}
16.9922020000001,49.2781150000001,109,U17446Z1,"Vyškov, železniční stanice",49.278115,16.992202,740,0,U17446N226,2,{5BAA3C8D-B914-4EDB-AFD6-8871BD16E3AD}
16.995232,49.2803650000001,110,U17427Z1,"Vyškov, Dělnický dům",49.280365,16.995232,740,0,U17427N227,2,{6F4BD981-F6B7-49BC-99DE-9FD646050845}
16.9906120000001,49.283558,111,U17440Z1,"Vyškov, Rostex",49.283558,16.990612,740,0,U17440N228,2,{E8F767B0-D2A8-474D-ABE1-96E071FE3451}
16.986955,49.28524,112,U17431Z1,"Vyškov, hotel Dukla",49.28524,16.986955,740,0,U17431N229,2,{03B9FB87-68DF-4AD3-AFA3-13B90AD87EDC}
16.981548,49.28952,113,U17426Z1,"Vyškov, Dědice, u hřbitova",49.28952,16.981548,740,0,U17426N230,2,{DBE9DEED-CD11-415A-AE6A-F04C7172C65B}
16.9790150000001,49.2941700000001,114,U17424Z1,"Vyškov, Dědice, nám. Svobody",49.29417,16.979015,740,0,U17424N231,2,{DFE1994C-4B09-4A0B-8CAC-35A8B1AE1F5C}
16.9815100000001,49.3009430000001,115,U17445Z1,"Vyškov, Dědice, kasárna",49.300943,16.98151,740,0,U17445N232,2,{4F88028C-D1DF-4183-BF46-D7C16680824E}
16.9733130000001,49.29812,116,U17425Z1,"Vyškov, Dědice, rozc. Opatovice",49.29812,16.973313,740,0,U17425N233,2,{DD77541F-BA30-4A44-B663-CB550DEB762C}
16.969203,49.3053320000001,117,U17430Z1,"Vyškov, Hamiltony",49.305332,16.969203,740,0,U17430N234,2,{12DDD5C8-FFE9-4A49-BA48-8BB57B2C89E7}
16.955875,49.3097750000001,118,U17433Z1,"Vyškov, Lhota, u školy",49.309775,16.955875,740,0,U17433N235,2,{A2B424D6-CA2F-4FD0-AFE8-1C882F684E57}
16.9488270000001,49.311585,119,U17432Z1,"Vyškov, Lhota",49.311585,16.948827,740,0,U17432N236,2,{FBF1A283-627C-4BAB-B7FC-FD2CD32202A8}
16.9352950000001,49.320457,120,U17439Z1,"Vyškov, Pařezovice, rozcestí",49.320457,16.935295,740,0,U17439N237,2,{87FD93CF-C86D-41E0-AD74-63BB0666630A}
16.919003,49.3271970000001,121,U17441Z1,"Vyškov, Rychtářov",49.327197,16.919003,740,0,U17441N238,2,{26574DDB-78F7-4462-8886-03EE7DAF9E9A}
