X,Y,objectid,join_count,target_fid,id,d,e,datum,den,rok,mesic,srazka,pricina,alkohol,zavineni,nasledky,stav_vozovky,povetrnostni_podm,viditelnost,rozhled,misto_nehody,druh_komun,druh_vozidla,stav_ridic,ovlivneni_ridice,osoba,ozn_osoba,pohlavi,nasledek,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,cas,hodina,mesic_t,den_v_tydnu,vek_skupina,nazev,point_x,point_y,globalid
16.593699486,49.198388327,396,1,397,60206140396,-599160.11,-1160281.369,2014/03/06 00:00:00+00,4,2014,3,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,800,1335,13,březen,čtvrtek,19-24,Brno-střed,16.59369948,49.19838832,{3B5AC6F0-795F-40B7-A7F8-B8DD6E30A795}
16.664256639,49.207414826,397,1,398,60206140436,-593940.828,-1159834.414,2014/03/12 00:00:00+00,3,2014,3,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,250,1845,18,březen,středa,24-32,Brno-Vinohrady,16.66425663,49.20741482,{38BA6848-C077-47EB-A94C-746785D45D25}
16.566601599,49.20148686,398,1,399,60206140521,-601086.117,-1159725.9,2014/03/20 00:00:00+00,4,2014,3,srážka s jedoucím nekolejovým vozidlem,"jízda po nesprávné straně vozovky, vjetí do protisměru",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, znečistěný (písek, prach, listí, štěrk atd.)",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,2,200,1745,17,březen,čtvrtek,16-18,Brno-Jundrov,16.56660159,49.20148686,{D9AE71D3-C2F2-4406-AF88-520A2A9C38A7}
16.566601599,49.20148686,399,1,400,60206140521,-601086.117,-1159725.9,2014/03/20 00:00:00+00,4,2014,3,srážka s jedoucím nekolejovým vozidlem,"jízda po nesprávné straně vozovky, vjetí do protisměru",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, znečistěný (písek, prach, listí, štěrk atd.)",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,2,200,1745,17,březen,čtvrtek,24-32,Brno-Jundrov,16.56660159,49.20148686,{3B3C4F52-502A-435A-8BC4-F9D9C123B575}
16.592771649,49.1641410890001,400,1,401,60206140560,-599637.324,-1164060.354,2014/03/25 00:00:00+00,2,2014,3,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,230,1830,18,březen,úterý,24-32,Brno-jih,16.59277164,49.16414109,{EC763C5E-1E0B-46B6-AEBA-1C05300FE772}
16.618116462,49.1748446980001,401,1,402,60206140577,-597672.036,-1163075.622,2014/03/27 00:00:00+00,4,2014,3,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,530,1705,17,březen,čtvrtek,33-44,Brno-jih,16.61811645,49.17484469,{F2A65F61-EB91-46A3-8128-233B2DB17CC1}
16.6169071690001,49.1659084950001,402,1,403,60206140605,-597866.359,-1164054.149,2014/04/02 00:00:00+00,3,2014,4,srážka s jedoucím nekolejovým vozidlem,jiné nedání přednosti,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,400,607,6,duben,středa,33-44,Brno-jih,16.61690716,49.16590849,{81B05E4A-DD86-4F51-B569-644E02392ADD}
16.6074850690001,49.1891559490001,403,1,404,60206140617,-598271.654,-1161410.142,2014/04/02 00:00:00+00,3,2014,4,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,405,2140,21,duben,středa,19-24,Brno-střed,16.60748506,49.18915595,{D570F494-92C0-4899-98B1-9E2A33FC2388}
16.5942658290001,49.1888215910001,404,1,405,60206140624,-599233.586,-1161343.483,2014/04/03 00:00:00+00,4,2014,4,srážka s chodcem,chodci na vyznačeném přechodu,Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,,,,,,,0,0,1,0,1500,15,duben,čtvrtek,,Brno-střed,16.59426582,49.18882159,{5C786B67-3D72-48FF-A677-3DB0CBCEB1AC}
16.6275610550001,49.176834204,405,1,406,60206140635,-596963.7,-1162929.516,2014/04/04 00:00:00+00,5,2014,4,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,210,1530,15,duben,pátek,33-44,Brno-jih,16.62756105,49.1768342,{724F85B0-2617-4A30-B960-324368F06128}
16.6328188250001,49.197659538,406,1,407,60206140653,-596334.494,-1160668.079,2014/04/07 00:00:00+00,1,2014,4,srážka s jedoucím nekolejovým vozidlem,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)",Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,"most, nadjezd, podjezd, tunel",komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,50,1250,12,duben,pondělí,45-60,Brno-Židenice,16.63281882,49.19765953,{DEE9FC62-65A2-487F-9DA0-52B6120E6EAF}
16.6001674730001,49.200864037,407,1,408,60206140690,-598661.887,-1160058.376,2014/04/10 00:00:00+00,4,2014,4,srážka s jedoucím nekolejovým vozidlem,nesprávné otáčení nebo couvání,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,60,2120,21,duben,čtvrtek,33-44,Brno-střed,16.60016746,49.20086403,{9440D44E-2BB1-45E5-9E87-C6EC09861491}
16.6173950570001,49.248796698,408,1,409,60206140696,-596841.667,-1154893.758,2014/04/11 00:00:00+00,5,2014,4,havárie,při vjíždění na silnici,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,250,1705,17,duben,pátek,45-60,Brno-sever,16.61739505,49.24879669,{20DEA37F-7BFE-4D18-B58F-88BDE45B6F87}
16.562501508,49.178274532,409,1,410,60206140746,-601662.055,-1162259.797,2014/04/18 00:00:00+00,5,2014,4,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,55,1550,15,duben,pátek,61-70,Brno-Nový Lískovec,16.5625015,49.17827453,{B75D084A-7EED-4A20-976A-0467AC8F5A92}
16.6068358750001,49.208514236,410,1,411,60206140752,-598087.347,-1159264.819,2014/04/19 00:00:00+00,6,2014,4,srážka s jedoucím nekolejovým vozidlem,nesprávné otáčení nebo couvání,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,350,2000,20,duben,sobota,33-44,Brno-Královo Pole,16.60683587,49.20851423,{5532A0E6-BD59-4C46-9132-491D75958943}
16.5943727050001,49.2020930640001,411,1,412,60206140837,-599066.992,-1159877.064,2014/05/02 00:00:00+00,5,2014,5,jiný druh nehody,nesprávné otáčení nebo couvání,Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,20,1420,14,květen,pátek,24-32,Brno-střed,16.5943727,49.20209306,{759419CC-028C-4EF6-AC6B-60163F6E6F47}
16.6502440400001,49.1958056140001,412,1,413,60206140850,-595093.961,-1161008.953,2014/05/04 00:00:00+00,7,2014,5,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",0,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1835,18,květen,neděle,33-44,Brno-Židenice,16.65024403,49.19580561,{69015DA3-C7E0-40F5-B071-2B98C8673E7F}
16.585771648,49.2215453160001,413,1,414,60206140876,-599457.02,-1157659.003,2014/05/07 00:00:00+00,3,2014,5,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,250,755,7,květen,středa,33-44,Brno-Královo Pole,16.58577164,49.22154531,{2EDD2C66-4F06-4A6F-AA05-B898BBA679E1}
16.6342219480001,49.2115649030001,414,1,415,60206140966,-596067.203,-1159141.604,2014/05/20 00:00:00+00,2,2014,5,srážka s jedoucím nekolejovým vozidlem,při vjíždění na silnici,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",chlapec (do 15 let),lehké zranění,0,0,1,310,1940,19,květen,úterý,7-11,Brno-sever,16.63422194,49.2115649,{F8354108-27A9-4F37-8E2E-B929ACD93AA1}
16.5263826020001,49.226010554,415,1,416,60206140978,-603703.659,-1156697.593,2014/05/21 00:00:00+00,3,2014,5,"srážka s vozidlem zaparkovaným, odstaveným",jiný druh nepřiměřené rychlosti,"Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace místní,jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,810,1910,19,květen,středa,33-44,Brno-Bystrc,16.52638259,49.22601055,{BB72670C-D35F-4471-AB0B-88CE3B29BE8F}
16.59508555,49.186363332,416,1,417,60206140985,-599203.606,-1161621.692,2014/05/23 00:00:00+00,5,2014,5,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,150,630,6,květen,pátek,45-60,Brno-střed,16.59508554,49.18636333,{C410662F-87A6-4136-ACFD-98DA31EDD251}
16.6461634400001,49.1953459650001,417,1,418,60206140992,-595395.108,-1161027.976,2014/05/23 00:00:00+00,5,2014,5,srážka s jedoucím nekolejovým vozidlem,"bezohledná, agresivní, neohleduplná jízda",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,160,1720,17,květen,pátek,33-44,Brno-Židenice,16.64616343,49.19534596,{86F720B8-EEF5-4CA2-9783-9C08159781D1}
16.6788673400001,49.2039593060001,418,1,419,60206140993,-592923.283,-1160329.994,2014/05/23 00:00:00+00,5,2014,5,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,350,1730,17,květen,pátek,24-32,Brno-Líšeň,16.67886733,49.2039593,{0DC59BDF-6D95-43E2-97A3-919F13164629}
16.6003719660001,49.1918295990001,419,1,420,60206141018,-598755.128,-1161058.81,2014/05/26 00:00:00+00,1,2014,5,"srážka s vozidlem zaparkovaným, odstaveným",nezvládnutí řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,100,1905,19,květen,pondělí,24-32,Brno-střed,16.60037196,49.1918296,{D42A1657-2AB9-4F56-837F-5E597209C1AE}
16.6008320070001,49.1925056160001,420,1,421,60206141034,-598713.708,-1160987.677,2014/05/28 00:00:00+00,3,2014,5,"srážka s vozidlem zaparkovaným, odstaveným",řidič se plně nevěnoval řízení vozidla,Nezjišťován,řidičem nemotorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,100,2350,23,květen,středa,19-24,Brno-střed,16.600832,49.19250561,{78074BAE-DC8D-4890-A6B5-6F65A7363D45}
16.6353439260001,49.1929368250001,421,1,422,60206141036,-596207.78,-1161209.95,2014/05/29 00:00:00+00,4,2014,5,srážka s chodcem,jiný druh nesprávného způsobu jízdy,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,těžké zranění,0,1,0,2,850,8,květen,čtvrtek,45-60,Brno-Židenice,16.63534392,49.19293682,{624D1CE5-65DF-43A8-8B50-BE03DCAC2213}
16.617504394,49.1866679080001,422,1,423,60206141042,-597575.289,-1161763.651,2014/05/26 00:00:00+00,1,2014,5,srážka s jedoucím nekolejovým vozidlem,"jízda na ""červenou"" 3-barevného semaforu",Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,80,945,9,květen,pondělí,24-32,Brno-střed,16.61750439,49.1866679,{9D0ACC7C-F09A-4113-AD19-89F4B8E33A2A}
16.5807074850001,49.1819675720001,423,1,424,60206141076,-600298.251,-1161994.771,2014/06/03 00:00:00+00,2,2014,6,havárie,nezvládnutí řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1810,18,červen,úterý,45-60,Brno-střed,16.58070748,49.18196757,{97D31C68-8FA9-47AE-BA9E-BFAA55F331AC}
16.448037937,49.263749429,424,1,425,60206141090,-608915.957,-1151903.922,2014/06/05 00:00:00+00,4,2014,6,havárie,řidič se plně nevěnoval řízení vozidla,Nezjišťován,řidičem nemotorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,jízdní kolo,řidič při jízdě zemřel (infarkt apod.,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,1,1825,18,červen,čtvrtek,71 a více,Brno-Bystrc,16.44803793,49.26374943,{66D39089-3028-4039-86B3-023ED8773028}
16.629031437,49.2002941690001,425,1,426,60206141091,-596577.51,-1160347.212,2014/06/05 00:00:00+00,4,2014,6,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - bez veřejného osvětlení, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,0,2230,22,červen,čtvrtek,45-60,Brno-sever,16.62903143,49.20029417,{FF264479-E16D-4ED9-95E6-84C9AAA834E6}
16.6294304840001,49.2208512540001,426,1,427,60206141101,-596303.599,-1158077.475,2014/06/06 00:00:00+00,5,2014,6,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,115,1650,16,červen,pátek,71 a více,Brno-sever,16.62943048,49.22085125,{B9D845BF-E396-45D6-8E48-9222B1E9E35C}
16.508687267,49.2281911740001,427,1,428,60206141120,-604958.468,-1156316.516,2014/06/08 00:00:00+00,7,2014,6,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,40,1645,16,červen,neděle,19-24,Brno-Bystrc,16.50868726,49.22819117,{87500BDC-CB9B-4E57-9473-5A278C783B7E}
16.6264638120001,49.1903069050001,428,1,429,60206141138,-596882.609,-1161431.37,2014/06/10 00:00:00+00,2,2014,6,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,1,2255,22,červen,úterý,24-32,Brno-střed,16.6264638,49.1903069,{B094CEE9-0387-405D-B043-748DC8AADC9C}
16.62611313,49.1913052,429,1,430,60206141149,-596896.119,-1161318.256,2014/06/12 00:00:00+00,4,2014,6,srážka s jedoucím nekolejovým vozidlem,"jízda na ""červenou"" 3-barevného semaforu",Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",chlapec (do 15 let),lehké zranění,0,0,1,0,1240,12,červen,čtvrtek,12-15,Brno-střed,16.62611312,49.1913052,{1DBB465A-9CC3-4CA9-B3D9-FFC27A313F65}
16.6045949700001,49.1937451910001,430,1,431,60206141151,-598426.225,-1160880.12,2014/06/12 00:00:00+00,4,2014,6,jiný druh nehody,řidič se plně nevěnoval řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1600,16,červen,čtvrtek,24-32,Brno-střed,16.60459496,49.19374519,{602A361F-4064-4B0C-9968-86F6684DB99F}
